Name,Label,Corrupted,Accuracies,Trials
kCyuYhjLRZU7XF52NVzo,1,False,2.0,2
2447.exe,0,False,3.0,3
2285.exe,0,False,2.0,2
857e2db65d56ec90bf7ffd3c51df4e9c577ca6576e399065f3220a5195e1f9bb,0,False,0.0,2
GNHUoTAd3etcxL1M0WbS,1,False,1.0,1
7923f15abf20a9661f85a6e67db4b6d47ec3b49a24a4419fe622e62998fc0698,1,False,3.0,3
e433db270367d40b12723497e9bd209db847fba6c37ebd2020d4e6de16e5f775,1,False,1.0,1
Sourceforge_303.exe,0,False,4.0,4
Sourceforge_3144.exe,0,False,6.0,6
Sourceforge_4804.exe,0,False,0.0,2
3e4ab934aaa831fc34eafdc612260b3856b77415d3476b311e3a08dafd180afa,1,False,2.0,2
CNET_207649.exe,0,False,1.0,3
8a5de9f80891d32ab64c581445b088d8236dbc16f82e4744d30e593317ac774e,1,False,0.0,2
1800.exe,0,False,2.0,2
9e7f7fda7a961feef943a596e0f57ecf28d233f687b6d7a2f96a40ef98faeed7,1,False,1.0,1
Sourceforge_6729.exe,0,False,2.0,2
e8082fecf3789fedce112cd3ffe47e62116f64a54c2611761cdcc9fabd7ed8e9,1,False,1.0,1
7C3msQWn96FlYTj1wGSc,1,False,4.0,4
547.exe,0,False,6.0,6
CNET_238591.exe,0,False,4.0,4
aeaac4c3d8379ef6c459bce9858f7a6cfa09314030633396c5185bd154124f01,1,False,3.0,3
Sourceforge_2777.exe,0,False,3.0,3
b7lZgrI94Bp3XMOf6vuJ,1,False,2.0,2
3da2091890ba79004d8432368b988299d5632703d89eca2919498aa4a5ee36a7,1,False,2.0,2
7a269cc3b66a433444ae0d91972bed729390e0a5d47b1c7577330dece86db6d7,1,False,2.0,2
2e61521406005d30cae68eb0d664bcdf176b68169a5b3449322b330ae06a01e6,1,False,2.0,2
c620b5dc70cf6ea6f614907701e2bdff014272ee3ef37495ebdb07ab562d798c,0,False,-2.0,2
CNET_245400.exe,0,False,3.0,3
frgtup5NAaT9qRVDj4hO,1,False,1.0,1
i8kCqcbvENuprBmKX46L,1,False,3.0,3
bdc5631818335d59a977eee0b55578254df73a429b5c6a2d24b1956194e29c66,1,False,1.0,1
963330d951ab6331bb17ef0f6530b1443f5ba27578509543ad7d5fb48c49f21b,0,False,-2.0,4
CZvcR8GBrn5JIPdtqz1Y,1,False,2.0,2
5VgnChfGiXpD0tTRI3W1,1,False,1.0,1
Windows_120.exe,0,False,3.0,3
8d6b3da63347f79809682d2641d9fca4188fcf52c5ffdf5cc788ab275ce81642,1,False,2.0,2
CNET_103642.exe,0,False,4.0,4
320943d1635533fcd4e1ad25aeaf127e8f004890d5bc30a207ed32f6884af53e,1,False,3.0,3
33a5b015af1ecd057057eada64b2f8fe3633b467bd43454f5278f76b94cd09ab,0,False,-2.0,2
7f223b45d8acc8929491d2c76fcef778f8e4b762d6a8a9707d3d0d3b898ef01f,1,False,3.0,3
BAzLufVOT1dQk0yg9X8o,1,False,1.0,1
2220.exe,0,False,2.0,2
Sourceforge_5488.exe,0,False,5.0,5
dc7927e2a3101d9f365a4ce5fa2bc3e1e9bc29e0b6c509dfb5ab78e4288887b2,1,False,5.0,5
EwIKWNFXkoZintH6fQj7,1,False,1.0,1
Sourceforge_5248.exe,0,False,4.0,4
35db1a2a7ff3d2d81057db8c3901dd766171613fde771fbf8183067c36f10a68,1,False,1.0,1
24eecfa7fcac0c04305f7a1c0c6ea163519c71ae801b05ab25255e3e626815d7,1,False,1.0,1
1730.exe,0,False,2.0,2
1392.exe,0,False,3.0,3
2001.exe,0,False,3.0,3
FEA6d5CzUyqoZPS8tfQk,1,False,2.0,2
Sourceforge_4374.exe,0,False,3.0,3
CNET_102385.exe,0,False,1.0,1
7518b637c51e149985285300548e73acbfed2a882af3043ecf57630e29d6e12d,1,False,1.0,1
7dc1af0f8b1add8e2a7b43e7a132612a4f4b48c1392bc42641c1e048a921c9b4,1,False,4.0,4
2JpYoHqMfAI5jnlGDgFs,1,False,5.0,5
CNET_29137.exe,0,False,2.0,2
Sourceforge_1490.exe,0,False,2.0,2
db564831d17c4ae7eb5668c248a8c5353bc7b1ade941e199569a022f5a099e1e,1,False,2.0,2
84RrvZ0uc7kqOhsSDITN,1,False,3.0,3
a8d36a2ddff8a238caefb06073dff92ceef8d4b89f0881a53adb5de5648c6a99,1,False,1.0,1
Sourceforge_729.exe,0,False,2.0,2
Sourceforge_7615.exe,0,False,1.0,1
88c5040f7b5aad2f71d08ecc243f7f237c1b56c77805148e69728cb1043dc609,1,False,2.0,2
CNET_221796.exe,0,False,2.0,4
EpBVNQnoMzYaCbe96OZx,1,False,1.0,1
kbSHVK3rjdaW7wlL0MF1,1,False,4.0,4
Sourceforge_2264.exe,0,False,7.0,7
dd58f43c61fa3d26a6e1a2f7605afe227a5831f2e5540fcfac31ea1c39599e39,1,False,1.0,1
2mQdaBHoJEe5UI7ZAlzF,1,False,3.0,3
Sourceforge_6571.exe,0,False,3.0,3
3297f1821e9fdb5ebc2b48f42ca60f48a84f67bf2d160e60770192d78e9d9f80,1,False,1.0,1
Sourceforge_5417.exe,0,False,2.0,2
Sourceforge_6533.exe,0,False,1.0,1
Sourceforge_3368.exe,0,False,5.0,5
4fb3cb2494c930519ec434f3780ba8f0e1738e126f4fc2c1735751285df61361,1,False,3.0,3
b20QTKHoPdVzXRsZFG8C,1,False,4.0,4
1Pcq2sTQEV7r3gBSwFyU,1,False,4.0,4
43598a0cc95bfabceddb2456bb58e4c3d4b858fed26c4909171bb43911336b55,1,False,1.0,1
Sourceforge_197.exe,0,False,4.0,4
cef5fe8cb42c84d6b646353c977ec12cd7118000eb906b2ff5625158c998c8b5,1,False,2.0,2
Sourceforge_5998.exe,0,False,3.0,3
ietZ2N7g30pfdSvn6OxI,1,False,1.0,1
3a5df5e2ea2cab2de87bbaa4c3e20684daf50245cf6738c5124fcb848a4b2827,1,False,3.0,3
3kXqmsjc6JxO0g8uQZWB,1,False,2.0,2
Sourceforge_1711.exe,0,False,2.0,2
CNET_215554.exe,0,False,3.0,3
Sourceforge_7197.exe,0,False,2.0,2
Sourceforge_7706.exe,0,False,2.0,2
Sourceforge_5791.exe,0,False,2.0,2
CJUmehzigaEoXRfY6FGT,1,False,2.0,2
4vxohlcEjbqS8ramJMO7,1,False,2.0,2
CNET_217296.exe,0,False,1.0,3
Sourceforge_2546.exe,0,False,1.0,1
CNET_241250.exe,0,False,3.0,3
c07c55262d1398a5845436e7ec8e9619d25bd5b70aea32db57036e2fa9040f7f,1,False,2.0,2
1237.exe,0,False,3.0,3
Sourceforge_5257.exe,0,False,1.0,1
Sourceforge_5891.exe,0,False,2.0,2
CNET_106996.exe,0,False,3.0,3
37c31dcdaf130b33ba5c09bd88fcd5573e49378a7773cb8fa760f46492cc6538,1,False,3.0,3
i3wtJvkrchqan5mzlF1X,1,False,3.0,3
2019.exe,0,False,4.0,4
75c31b5016d33a7cc770c7c3fd4e7a5a51cb996a4dd0657f444260c00c3e10eb,1,False,4.0,4
Sourceforge_3588.exe,0,False,1.0,1
Sourceforge_4890.exe,0,False,3.0,3
Sourceforge_4273.exe,0,False,2.0,2
122a8073ec52f48e0742d23fe7f40fc4f09aa09a5492c2dc5d161005489c32a8,1,False,3.0,3
83uOwngTAXtNQPvD2CxY,1,False,2.0,2
aKQpObrHFW6ymA2uwdXP,1,False,3.0,3
1041.exe,0,False,3.0,3
880.exe,0,False,4.0,4
5nSZXBYgVob1qf4avrDP,1,False,2.0,2
CNET_36833.exe,0,False,2.0,2
kfigr70cURVxjFCabY4n,1,False,1.0,1
CNET_9120.exe,0,False,1.0,1
1015.exe,0,False,2.0,2
Sourceforge_6623.exe,0,False,3.0,3
Sourceforge_3309.exe,0,False,4.0,4
01d0e53c6a9eac73e4cc4436d273ade93452b497ec939741060d14a272eaa6ae,1,False,3.0,3
8c87e2f8c2e600756cf91db4a88a06ac84aa689f8aa4f5ec4573a0a6f5ece1f1,1,False,3.0,3
CNET_217501.exe,0,False,3.0,3
CNET_222887.exe,0,False,2.0,2
4c180a8cb144a67c2314e0f3134c3962bfb0d343787c3da24fc30f1d58b43f29,1,False,4.0,6
Sourceforge_2479.exe,0,False,1.0,1
Sourceforge_5664.exe,0,False,1.0,1
2cSHYRJ7p4jA3O8uM1qI,1,False,3.0,3
bKRFqsMCtGHNh13fw6od,1,False,2.0,2
51NK2bWwuvf6rH7RTCPk,1,False,1.0,1
C2KFYHLsW3iPhnVSzmQb,1,False,4.0,4
hDNYlkuFK3cOtqEywM6f,1,False,2.0,2
CNET_208563.exe,0,False,2.0,2
Sourceforge_2465.exe,0,False,2.0,2
Sourceforge_4396.exe,0,False,1.0,1
647df4453044059c24cfcc2e37824159f29474bdc0b5755ae1a832d019aba289,0,False,1.0,3
gKlJ0CFirsA3cOZUmWDe,1,False,1.0,1
c744898d9b35733482d73d0a554b74ee0708012d4f86d32881dd474a29e7180f,1,False,2.0,2
8296ce485ee441ba87b79e5701ddc33294165defb245b586aebae881c769bc7b,1,False,4.0,4
Ar3u7TDqkySJ4KjhWXge,1,False,3.0,3
da942bf334992e1a7114eddc3a23e5b1ed9b0cdbb2cef79433739622ddd6d9ec,1,False,3.0,3
CNET_108142.exe,0,False,3.0,3
Sourceforge_6024.exe,0,False,2.0,2
2d5c2ab30d204769a3e873d8256b021a1aa0d03d4d334de8a451ac3557163bbe,1,False,1.0,1
e1f6b17254bffb89252e72ec528a73991209510ad5e48eeae4bc95d1a683444b,1,False,1.0,1
euLEGg3lHfAIJz9dvyqa,1,False,3.0,3
1o2t0KwOIqHdhYCcPAfp,1,False,3.0,3
Sourceforge_6798.exe,0,False,3.0,3
5NHctFAkOLTw7bIYoq2W,1,False,2.0,2
6rBCZSJ29AP1VQtkwz7u,1,False,1.0,1
CNET_101646.exe,0,False,2.0,2
CNET_101285.exe,0,False,2.0,2
d432410ab58cd658477cd7678c6b1f0086097e6e7c271e4dc3033390b70a4399,1,False,3.0,3
bEpoysiFvISXtT3G4OfP,1,False,2.0,2
HXtJlrBZMsOCKDnL10Tw,1,False,2.0,2
Sourceforge_2522.exe,0,False,3.0,3
Sourceforge_1739.exe,0,False,3.0,3
244b9786a08aed123318f4e43d30e9b7be5c69942024a7577986aae08c927e9b,1,False,2.0,2
9f99dcc5dff5ecdfb85ada4124fc4c48d80daa62cd9709f9d78dcbcc1081ed14,1,False,1.0,1
1dcc59731db9dca38547258c3b0f60d89559d676fedbacbe210e612620126061,1,False,1.0,1
e29f8519335991f16e514aa93a01d9f375dde1f3916598ffbe9eb44397788681,1,False,3.0,3
4jKTeHu7YgAhDG8iBoxW,1,False,2.0,2
bc2363e4a48fa82b79b9e5696ceab67e05cf76b866785941cf6a94dcc2841d4e,1,False,2.0,2
Sourceforge_2171.exe,0,False,3.0,3
db2aec0218aac9da20bcb97a39ef15e5ec10bf5366a829afff89a09c7ba5772b,1,False,3.0,3
CNET_254916.exe,0,False,3.0,3
e95dec5216c1e3701fb3d234ed2a88c00fada0587a2e20188e3d4094c351823b,1,False,1.0,1
deou4UEvA59Vi2DZySL8,1,False,2.0,2
Sourceforge_4917.exe,0,False,5.0,5
3cccf40d984007ee8b64fdb0216efa50e850306531dd3f4ac7710a6dc155351b,0,False,0.0,4
5c8b1254a5bd8b057c07b44b9235e0d3ace748a6164e164221a31eef0e15d90f,1,False,2.0,2
edd9bbc1382119e5cb00fc038e840eaf99b2a4632bb6d548ba19dfbdf05d4ca7,1,False,3.0,3
Sourceforge_207.exe,0,False,3.0,3
Sourceforge_1597.exe,0,False,3.0,3
CNET_20567.exe,0,False,5.0,5
63c540a01d401a7ad8c17df042995901dbb89a8005b2ba210a2fe3f8ae9d2ef3,1,False,1.0,1
1934.exe,0,False,2.0,2
Sourceforge_7210.exe,0,False,3.0,3
4582b5d388324f080a52005337606f47d1b666abdc19fb5fa2285c7a91298cd5,1,False,2.0,2
3fe08b87ba3c1c367b60757172f2c748729a676a0ef268dd5b9645a73a0dc7f9,1,False,1.0,1
277b639551f761697d900d716ba951fb009a6946c9b45b9996d34445eb6bdd0f,1,False,-1.0,1
12f137f820ed23da6447dd5d54893a4ede416ae27b186ff121b6e6fb49f66ff0,1,False,1.0,1
e1UvAFY3h0J7n8MdL4EV,1,False,2.0,2
CNET_245964.exe,0,False,-1.0,3
1314.exe,0,False,2.0,2
ePzxjFayC48I0Xb9kuS3,1,False,2.0,2
ad33fb8a0ef973c974dd27ebdfb77d9352a9478228c24ccb62799614f44513fd,1,False,3.0,3
7QvXGmHYhSibDW9IwU6O,1,False,1.0,1
jynSzuQrYfI7eGHWKmPZ,1,False,2.0,2
Sourceforge_5336.exe,0,False,0.0,2
1692.exe,0,False,4.0,4
50dac08aa9b02dc3a6d4ca387bf9a29047763302bf99e7b7d28d90e495229749,1,False,2.0,2
6SZ94ihjlB1O7IpvYLzn,1,False,2.0,2
6aTHENeI5PBYgzJndM7V,1,False,2.0,2
1293.exe,0,False,1.0,1
de4eb316e4bfc3c9267140e9b341ccc2bb67a5e919b7e4adc8cfffaec1853920,1,False,4.0,4
CNET_104233.exe,0,False,1.0,1
ADxSB9mbchQzuOCoqds1,1,False,3.0,3
aeec7c40922c9f682f994c4cccdb0ea782888f033f7f4d3b182469e9447abd1f,1,False,4.0,4
Sourceforge_5687.exe,0,False,2.0,2
554f7ab2ff808aaa7fd67395e5d820fba9de71277eba1f35a44d5210ecd7e849,1,False,1.0,1
3E6cAGWj4YTUK8Zg59pH,1,False,3.0,3
Sourceforge_3479.exe,0,False,1.0,1
iYSNeF167B0Oaslf9Kb5,1,False,2.0,2
2094.exe,0,False,2.0,2
399c31b1a07dc44318132b15727fffbcba6288c6b2dfb8485567b47b9841c726,0,False,0.0,2
Jy0NTuqFlpx6LnhIXWK4,1,False,2.0,2
bCxz7M1oONFSUDvuKV9d,1,False,1.0,1
CNET_217661.exe,0,False,3.0,3
Sourceforge_3228.exe,0,False,3.0,3
DqS4bCWK9kuvpN1Xgo37,1,False,2.0,2
Sourceforge_753.exe,0,False,1.0,1
Sourceforge_2534.exe,0,False,3.0,3
CNET_32879.exe,0,False,6.0,6
Sourceforge_862.exe,0,False,2.0,2
a94fd74ebfecabae0eed775970c0b2c5d7fdcb371ebcf79c9239a9d68d6b521d,1,False,2.0,2
CNET_34060.exe,0,False,5.0,5
aKTgds7mQMjItGkARLPY,1,False,3.0,3
5618423d88e3e78b183780d05ee344f2d408a295f7c8e29c17cbe18ebf9e3e60,1,False,1.0,1
f4071e6170511cfc0e65803cd404a878571d1c8cad7c3742b846e7585cc6b546,1,False,2.0,2
Jo4mF0en982QIKTAbOXN,1,False,3.0,3
280461ecf1a618801212307be19fb957a2b5d1130a70ed3c5efe46cddabc1c4f,1,False,4.0,4
BpLKvjJNAdDqyMElYnR3,1,False,3.0,3
016584e586de67b725ac1e3974fcca320bf81c8c489ebb17d9909735d517e7ae,0,False,1.0,5
4fWRVvbOArgeL5KwP6lE,1,False,1.0,1
CNET_22848.exe,0,False,3.0,3
Sourceforge_4748.exe,0,False,2.0,2
25fff2261c8d7a8bae341e6924711b15af6bdea854c4e71a1f6dd30cc02a97d9,1,False,1.0,3
3fd7e776861d6e22673ef53f90ffc8d6f3cd7963f655a0fdcd94b12a8ef00469,1,False,1.0,5
CNET_245401.exe,0,False,3.0,3
6Oof29sarJPj8GEbnkTS,1,False,1.0,1
2059.exe,0,False,2.0,2
04ffb8d60a17d6405a9408e73e9cabcdaf5e396f7c4784874dc49c353e97315b,0,False,-2.0,2
CNET_239263.exe,0,False,3.0,3
Sourceforge_5354.exe,0,False,2.0,2
04EjIdbPV5e1XroFOpiN,1,False,2.0,2
CNET_21976.exe,0,False,3.0,3
e3109eaf51b3bb8541344c14a3442e2c1771b5fe250cd25fe76d6f2ebe17d314,1,False,2.0,2
Iyjk3mOQfLnRTSqzdCJ1,1,False,4.0,4
0d69dac909eef1f5016f6ca5bf37d384102ca08cbfd409825389b4aada929c8e,1,False,2.0,2
Sourceforge_442.exe,0,False,1.0,1
C3Rd8zrwsm1FeSWhou4v,1,False,4.0,4
52d95874cadb2775db312deb80d01d7195c1d62d2135deb50f300b259f9ac12c,1,False,4.0,4
0fa149eefe2103119cb7fe0291e0e6fb7885b50b7f362f17da95d236d5ea1e22,1,False,1.0,1
Sourceforge_5105.exe,0,False,1.0,1
Sourceforge_2579.exe,0,False,2.0,2
4b802fc53050277a253c0eb057c2694ac47806c5f881bae3424b811762bda72c,1,False,4.0,4
AgVCqYNeGIc7r1TLtF96,1,False,5.0,5
6c2fc39739b2b910c7e8f128134d171e568fd06d32724cff106059ab2f47cdc6,1,False,1.0,1
08c81ea1313c053ec0e148d197fd799f975b1ec4e073b7a40bd090d2d6ef8a34,1,False,5.0,5
2086.exe,0,False,2.0,2
d88e35b232e7e05f41ea56a176068ef7511c7dc64eed97ae03c7f5f47e414a2c,1,False,-1.0,1
380616b38e867f0d99ef4666f8d551e97ce56e83be29fcd4567e68b95d707d01,0,False,-1.0,3
i86xH3JvoKDSFXOYLcUm,1,False,1.0,1
CNET_245380.exe,0,False,3.0,3
59c8343fa81d51d03b88ddc9a881a23ccfe2d7a4ddc29d0f5c68b289fc3b8dfc,0,False,3.0,3
fbba0c95a318e9c7f37915f2fc273321a668e668696e821cab1b013ad8fe496b,0,False,2.0,2
a6IgMRoGcifP5zTUyrqC,1,False,2.0,2
CNET_101734.exe,0,False,2.0,2
CNET_110478.exe,0,False,4.0,6
8a9520d6ef2fd9f48df48d3fb846a63c6b7450b32aa6946d59ba89b5ce34abbc,1,False,6.0,6
5Joecs2bOBauQX67HExW,1,False,3.0,3
bb3a08f5c86dce8e271302dae8b1202d4a28d9fd86a0736d286b70d943047dd0,1,False,1.0,1
Sourceforge_310.exe,0,False,3.0,3
CNET_102491.exe,0,False,3.0,3
bazOp8SLuGgisveCP0QI,1,False,4.0,4
f26eab5c8acbc42566ecb4b4afe44f000a2339901fa868bb57b6010e1cee8206,0,False,2.0,4
9695ef7ab0d13558637e04d1a2ad9dafcbc5210b62cc1b826cc8047b3edb1cb1,1,False,1.0,1
CNET_110830.exe,0,False,3.0,3
b02c253a85455b8eed9550325ba6b8a55b745281a7d1dbec58eb49e7d126b4cb,0,False,-2.0,2
drkjQq9sGnzNb0X3CFpJ,1,False,4.0,4
1e3f11177e3a8ad11540bd4759f5742c1faa8494b9cd62cd393693efbb463d12,1,False,2.0,2
Sourceforge_6146.exe,0,False,1.0,1
1jinhWv67o4ODebAw5Q2,1,False,2.0,2
208963a7df9455094bb382b599ef0de6f5cd284ab6cd6564d1980474c8f2563c,1,False,4.0,4
eXu9bAoQ5UWBfCz3KsJN,1,False,1.0,1
261536a3b8026b54a3f8886adee16fde6b6769afea94d4761bcd218b4b55628d,1,False,2.0,2
Sourceforge_4656.exe,0,False,3.0,3
12tjh4qCkcHpObVBEeMr,1,False,3.0,3
9a38991461288014473dd1d6de00238a69d14ff36bc5a555ac4d88479da1e0af,0,False,-1.0,3
BMjARPlc6GI7ONfitDJd,1,False,2.0,2
2386.exe,0,False,5.0,5
566.exe,0,False,2.0,2
Sourceforge_5245.exe,0,False,1.0,1
ftaSA2odeIb3PhFY9Els,1,False,1.0,1
c4575ed251fc16e614bd2c80205a9e1d87a35750a9eef910f9f62a5ab0690192,1,False,3.0,3
8d531a284ba78697ebf34f7a3b8e719271bb8272124285f362e1700d745ff999,1,False,1.0,1
CNET_204310.exe,0,False,3.0,3
2EgZDWKnJV3Gz4TkIiYU,1,False,2.0,2
Sourceforge_4257.exe,0,False,2.0,2
605.exe,0,False,2.0,2
Ikm7ZVy3DBPx0OLMv1tQ,1,False,1.0,1
EiN0dCvKSFymUpfhsbu1,1,False,1.0,1
902b47f1468d2a5b99e167cfbfd07698a8747bd7c4fd0da99c972e42c71ed833,1,False,1.0,1
65fa7cac5cdf1431bf0974e06f7358f3dc50ef0b2e2bfa0f7d6e0d7ab3320549,1,False,2.0,2
04eef241e8c50ceb49245f3e906c1289ea9edd8d554471ec89d9d4e62b6bba64,1,False,1.0,1
Sourceforge_4552.exe,0,False,4.0,4
FfxBsCDyAul0HSgtGdM1,1,False,1.0,1
Sourceforge_7741.exe,0,False,3.0,3
Sourceforge_424.exe,0,False,3.0,3
Sourceforge_7552.exe,0,False,1.0,3
Sourceforge_2938.exe,0,False,3.0,3
Sourceforge_8.exe,0,False,3.0,3
38678660d5824f80d24ab6bf6e7b508c541afc8e8fd5ad57c0f94209cdf50161,1,False,5.0,5
CNET_211215.exe,0,False,3.0,5
189.exe,0,False,2.0,2
Sourceforge_2081.exe,0,False,1.0,1
Sourceforge_78.exe,0,False,5.0,5
Sourceforge_4427.exe,0,False,2.0,2
d9521170a783ec1bba1f001c8cf7de61093e259b6ac42b9f206dac3c99147172,1,False,2.0,4
959.exe,0,False,3.0,3
CNET_203181.exe,0,False,1.0,3
3a78c9ef6f9f835459d4c09bd1dcab5da2b11d902e11177bbd106b346bf30041,1,False,3.0,3
Sourceforge_5388.exe,0,False,1.0,1
163ed026f473e6c8d2629198ab0b942aadfaf407f3ce53fe5a7f11cc58553ec8,1,False,3.0,3
312dd5ab9295048349276f203e44757cce086854210dc3fa261e8c77ca16dbe4,1,False,-1.0,1
Sourceforge_1988.exe,0,False,1.0,1
CNET_102495.exe,0,False,4.0,4
Sourceforge_3384.exe,0,False,1.0,1
6428e4432ac9a25be4071235c18580d5103c9e2dfc51268a691be3fc0aac53cb,1,False,2.0,2
ANz6knJhUMmGgC2av4iB,1,False,1.0,1
d9eL3MgusYQWwtf6l2yn,1,False,1.0,1
Sourceforge_1249.exe,0,False,2.0,2
Sourceforge_5361.exe,0,False,1.0,1
c5be0b5ffd57e8fa233e8cf7af0f1894915a51cbca3ac98e8644fef09cf72d41,1,False,2.0,2
Sourceforge_7557.exe,0,False,4.0,4
a4d7843c5a63df67e0f1058f708ddd43292bdf2efcfc58dc6816a3cd2e54b5ad,1,False,3.0,3
683.exe,0,False,2.0,2
Sourceforge_6066.exe,0,False,1.0,1
1787.exe,0,False,2.0,2
a63c78ba8de7031d35c4d5a2c9643a592487bdf54a34907484d5619d32f5dbf2,1,False,1.0,1
htDPZ1Bi0IAayWJYwOUN,1,False,3.0,3
3fa9c141698c1802479973577f04d3951b4c645f7beaa11e1839b6e09dbb8035,1,False,3.0,3
iuyCt7MlKpBzRVrwveNq,1,False,1.0,1
45Wy3TxE98HfiXreOCSu,1,False,2.0,2
EgVXwZiSQbY2JPoephRM,1,False,1.0,1
760ea4f40eb97c7d6210b13d52fd6d6159b4ebfc38bec62527ab2931b526cf02,1,False,1.0,1
1867.exe,0,False,3.0,3
998.exe,0,False,5.0,5
7f6fff34fe75172d6dc3e65d6d4d1dde5e78cd2a46c003fadcaa92a2ba511a5f,1,False,3.0,3
1436.exe,0,False,4.0,4
2b0cc528cfdc1263b5c119fab9ebee22185d3e36c1cc29a8dfa933d3f11aa81e,1,False,3.0,3
faOmpIAWF9ZURkYqg8vr,1,False,2.0,2
Sourceforge_1659.exe,0,False,3.0,3
6z8BRNc5EJetqCs4kZYl,1,False,3.0,3
2bd20e209935ae28134b78a566098fe71e5e3e765e0db787700575d7ae21a064,1,False,1.0,1
d88cc631f25d888116c3b78ddf00181cc391af4dde6f53be7dab166efdfe71e1,1,False,3.0,3
2395.exe,0,False,2.0,2
554b2c240fcf2a9319218ff128b0e0598555b348b1f8965aeebdd8f62c338ab8,1,False,3.0,3
bd5c2429d00750852bb57571cf806227fee37f31a1c25b033fa73772d94305f7,1,False,5.0,5
CNET_235680.exe,0,False,2.0,2
2e2a40d004346e95cdb0a91dcd881be1f2ee6d9eef16f239c40f6b4e2383c656,0,False,6.0,6
0Rgetc1wAfxlzHTGBOa7,1,False,4.0,4
CNET_105506.exe,0,False,2.0,2
Sourceforge_2145.exe,0,False,3.0,3
Sourceforge_774.exe,0,False,2.0,2
2264.exe,0,False,1.0,1
Sourceforge_542.exe,0,False,1.0,1
Sourceforge_5296.exe,0,False,4.0,4
Sourceforge_3856.exe,0,False,3.0,3
GXFP0dYvns5NoQtIBECf,1,False,2.0,2
821f3c3ec4e75d3add3651dcd923a4cc8ef6af44526ff6eb49eb4dc401c18337,1,False,3.0,3
Sourceforge_575.exe,0,False,3.0,3
eDEd50XhAoyv8CHpnO2R,1,False,2.0,2
Sourceforge_5483.exe,0,False,1.0,5
Sourceforge_1864.exe,0,False,2.0,2
6ed40891c10b823cbd2db469e0c42b6030b8a9815ac108e3e541df2337dc81a0,1,False,1.0,1
HBoK6P8VSAEZhR5z4Qq2,1,False,1.0,1
9873dc0ef3a6233e91cb4112f96e68495354a35341ebe8108f87e80a97084306,1,False,1.0,1
CNET_204670.exe,0,False,2.0,4
1852a661a858fb9f40ba92329b3e26f53159a91cc4b7bd7e38fba14b30ec6af2,1,False,1.0,1
fOrPe5av8zdo9NXFGyY4,1,False,3.0,3
1d9754d306c2afe8fd501b6a7449ce2b31988935a52af20866fe321c5a5b0645,1,False,2.0,2
5f25330c59d4a1afcc910f850caf7e0dbd0d521bc702692cb2adda0096f03503,1,False,1.0,1
43eadbbe74377a70c31dc33b395e31cba44bb0fa8678fc62c1ae97ed2c63dfa2,1,False,3.0,3
Sourceforge_1816.exe,0,False,1.0,1
628.exe,0,False,2.0,2
Sourceforge_6760.exe,0,False,3.0,3
KXy5fwEeZon9r6bHAvRg,1,False,3.0,3
d9a82b6d8108afc69e644932cda98840dc6e8042e821b3862783d36bdf6785db,1,False,1.0,1
gIzJEByY4vpkSQcZPH2C,1,False,2.0,2
7432c22b6a99281670f18f32f78f9631d8b04c2715337de620a57debec0ce02b,1,False,5.0,5
CNET_6416.exe,0,False,4.0,4
27f1277673d83f49d757265db319753cb6c2b497df3b9f4007ff81bd56cc930b,0,False,2.0,2
aZ63MUEyoJIi1N0Ym7jX,1,False,2.0,2
CNET_204118.exe,0,False,2.0,2
2vzlFiPL03STnwtDhoCU,1,False,2.0,2
56e2ffb4d8330f66bbd91de445d1bf6514ca346ccca32b193674584baadd3b5a,1,False,1.0,1
0a783e91ef138af7b8b928a2a82789d8807637f7f90b34e1db4ebb0bbdaf5de8,1,False,1.0,1
9KMBloOjwteu6ZxUhCzJ,1,False,1.0,1
7CDSOn5YoWvrks1ZcKpQ,1,False,1.0,1
481d794b1706724c0d08e49100dfcc9ffa7bf356a8d2e428f95f1204219fe478,1,False,0.0,2
CNET_44638.exe,0,False,3.0,3
Sourceforge_1787.exe,0,False,5.0,5
5udWej1qOoy3nNJLQDCI,1,False,2.0,2
35c6c044527e400bdf989c2b5efae25ca497ec0bf461bc9602f751d6f6527dfc,1,False,6.0,6
G1ab9rZ2SFOshYk74yxB,1,False,1.0,1
755.exe,0,False,2.0,2
13e7a12a234255dbef8723f3ecfc4668aa50d7288e8927eac45d7e1730351201,1,False,2.0,2
300.exe,0,False,2.0,2
CNET_261440.exe,0,False,1.0,1
1a3640fea36a71de91b8a7025942ad1145987e268b97ba2c184ccb0e9c738c89,1,False,4.0,4
361fb5f143468200213bea5b095c5524ce0bf1d54d56d49604f8328fa918e169,1,False,2.0,2
47.exe,0,False,1.0,1
Sourceforge_375.exe,0,False,2.0,2
edZcFpiJ7kt9bPKqL6Al,1,False,2.0,2
dBUrN5KIgLCxvWtqRocm,1,False,3.0,3
b16c1f9a7ce07a2af7b3314dbd49ac26608f6425cfb82f5c76b923c3ee4bbcee,1,False,2.0,2
Sourceforge_4766.exe,0,False,3.0,3
41be71dd99945ee8ed0ba20cd2da15aa050c93dcf8d9838cccef0da07fb5a0e4,1,False,1.0,1
0bd340493fe9842c60f34ab0a9524a85f78ba1ec6e0972be406ee8d8239f4376,1,False,-1.0,1
CNET_100436.exe,0,False,2.0,2
4PUzcORNYF6qx1MvHbtj,1,False,3.0,3
